time,year,month,latitude,longitude,depth,mag,magType,place,type,felt,alert,tsunami,sig,nst,dmin,rms,horizontalError,depthError,id
1980-01-08,1980,1,10.6766,-76.5758,27.7,5.3,mw,Caribbean,earthquake,1,green,0,46,162,0.3,0.11,12.5,9.2,us0000000171
1949-12-12,1949,12,53.6573,-159.1698,77.3,5.1,mw,Ring of Fire - Alaska,earthquake,0,green,0,16,36,3.757,1.95,2.1,10.9,us0000000172
2023-04-10,2023,4,-6.6434,126.285,18.9,5.4,mb,Ring of Fire - Indonesia,earthquake,2,green,0,66,124,3.813,2.0,14.0,4.0,us0000000173
1984-03-02,1984,3,11.6881,122.9426,155.9,5.2,mw,Ring of Fire - Philippines,earthquake,0,green,0,33,51,4.053,1.37,6.1,8.2,us0000000174
2004-03-24,2004,3,9.5927,129.2739,89.6,5.1,mw,Ring of Fire - Philippines,earthquake,0,green,0,23,55,0.755,1.17,7.8,14.9,us0000000175
1986-09-13,1986,9,-32.3848,-71.1111,184.7,5.0,mw,Ring of Fire - Chile,earthquake,0,green,0,4,169,3.864,1.53,7.5,14.6,us0000000176
1981-08-24,1981,8,57.0394,-162.0469,37.9,6.0,mw,Ring of Fire - Alaska,earthquake,6,green,0,177,53,3.586,1.58,3.6,10.7,us0000000177
1978-12-21,1978,12,-41.6995,170.0348,33.3,5.6,mw,New Zealand,earthquake,3,green,0,98,87,4.75,1.14,8.2,7.5,us0000000178
1986-01-23,1986,1,-34.9444,174.742,84.5,6.4,mb,New Zealand,earthquake,47,yellow,0,247,50,2.989,1.32,9.6,15.0,us0000000179
1993-03-05,1993,3,16.0642,124.9736,264.2,5.9,mb,Ring of Fire - Philippines,earthquake,10,green,0,162,149,2.29,0.39,2.0,10.9,us0000000180
2003-05-19,2003,5,52.9591,-155.6613,37.2,5.3,ms,Ring of Fire - Alaska,earthquake,3,green,0,44,191,0.497,1.35,5.8,13.4,us0000000181
1911-11-22,1911,11,32.5753,142.215,89.2,5.0,mw,Ring of Fire - Japan,earthquake,0,green,0,8,69,2.236,0.41,2.9,13.6,us0000000182
1925-08-21,1925,8,37.5658,-117.4143,10.5,5.2,mw,California - USA,earthquake,1,green,0,39,28,3.733,1.01,17.9,5.5,us0000000183
1994-11-07,1994,11,-42.8152,-65.6458,58.1,5.9,mw,Ring of Fire - Chile,earthquake,7,green,0,154,13,4.971,0.74,1.9,12.5,us0000000184
1972-11-24,1972,11,31.0738,142.8088,103.9,5.1,ms,Ring of Fire - Japan,earthquake,1,green,0,12,173,4.059,1.09,2.1,4.9,us0000000185
1939-02-27,1939,2,-1.6112,-23.8455,43.3,5.5,mb,Mid-Atlantic Ridge,earthquake,2,green,0,91,89,2.921,0.11,6.5,12.9,us0000000186
1909-10-08,1909,10,39.6138,-122.6668,18.7,5.2,mw,California - USA,earthquake,2,green,0,44,60,3.124,0.36,11.8,13.4,us0000000187
1944-12-11,1944,12,39.8564,144.4233,179.2,5.1,ms,Other,earthquake,2,green,0,22,169,1.285,0.16,2.3,8.2,us0000000188
2022-07-23,2022,7,57.3587,-156.8241,9.3,5.5,mw,Ring of Fire - Alaska,earthquake,0,green,0,80,115,4.307,1.01,16.0,4.3,us0000000189
1998-04-25,1998,4,33.1214,142.8382,55.1,5.7,mw,Ring of Fire - Japan,earthquake,5,green,0,128,188,4.886,1.01,4.7,2.9,us0000000190
1921-11-27,1921,11,35.6983,39.3565,35.0,5.4,mw,Mediterranean Belt,earthquake,1,green,0,71,143,2.387,1.32,15.8,3.8,us0000000191
2008-11-07,2008,11,8.9738,122.815,14.8,5.7,mw,Ring of Fire - Philippines,earthquake,7,green,0,126,178,0.947,0.61,18.3,7.1,us0000000192
1982-08-09,1982,8,1.6037,123.5563,28.3,5.1,mw,Ring of Fire - Indonesia,earthquake,2,green,0,24,44,2.651,0.12,14.3,4.4,us0000000193
1955-04-25,1955,4,-9.7213,96.0143,158.9,5.2,mw,Ring of Fire - Indonesia,earthquake,1,green,0,44,55,2.999,1.43,6.4,8.5,us0000000194
1941-11-27,1941,11,41.9461,142.9186,81.7,5.3,mw,Ring of Fire - Japan,earthquake,3,green,0,61,44,0.322,0.35,19.6,7.6,us0000000195
1989-12-06,1989,12,17.0402,-65.6562,167.0,5.8,mw,Caribbean,earthquake,4,green,0,138,149,4.784,0.57,2.1,14.8,us0000000196
1989-01-22,1989,1,0.0531,107.5499,128.3,5.0,mw,Ring of Fire - Indonesia,earthquake,0,green,0,6,35,3.257,0.74,11.8,5.4,us0000000197
1986-02-14,1986,2,38.1903,140.9427,35.9,5.8,ms,Ring of Fire - Japan,earthquake,4,green,0,146,157,2.575,1.05,11.5,9.7,us0000000198
2017-02-20,2017,2,37.3603,130.3641,46.7,5.8,ms,Ring of Fire - Japan,earthquake,12,green,0,149,69,1.951,0.23,9.9,4.5,us0000000199
1999-12-01,1999,12,4.0568,121.2188,308.5,5.6,mw,Ring of Fire - Indonesia,earthquake,2,green,0,104,35,0.126,0.92,8.7,3.0,us0000000200
1999-06-16,1999,6,-23.2714,-71.6236,77.4,5.0,mw,Ring of Fire - Chile,earthquake,1,green,0,3,21,2.417,0.45,3.7,4.1,us0000000201
2001-06-01,2001,6,-36.7763,171.4547,54.0,5.4,mw,New Zealand,earthquake,4,green,0,79,52,3.029,1.82,4.3,2.9,us0000000202
1929-10-23,1929,10,19.6783,-26.8965,58.1,6.2,ms,Mid-Atlantic Ridge,earthquake,23,yellow,0,214,179,4.765,1.5,11.5,8.8,us0000000203
1904-09-09,1904,9,-44.8387,-73.1847,20.3,5.4,mw,Ring of Fire - Chile,earthquake,2,green,0,73,174,4.866,0.75,15.8,14.7,us0000000204
1959-07-12,1959,7,-18.8045,-22.937,4.3,5.7,ms,Mid-Atlantic Ridge,earthquake,2,green,0,123,138,2.886,1.56,15.5,4.5,us0000000205
2017-09-22,2017,9,34.5358,-119.8857,31.7,5.2,ms,California - USA,earthquake,1,green,0,34,170,0.034,1.02,13.4,12.0,us0000000206
1990-07-17,1990,7,58.9933,-169.4599,177.0,5.2,mb,Ring of Fire - Alaska,earthquake,1,green,0,30,178,3.512,0.44,10.6,14.6,us0000000207
2022-03-21,2022,3,34.0787,83.1754,26.6,5.0,mw,Himalayan Belt,earthquake,1,green,0,4,58,2.995,0.72,3.5,13.7,us0000000208
1992-02-07,1992,2,33.6824,-117.8794,53.0,5.2,mw,California - USA,earthquake,0,green,0,32,44,0.127,0.2,4.9,8.5,us0000000209
1973-12-23,1973,12,34.2352,136.5676,16.0,5.4,mw,Ring of Fire - Japan,earthquake,7,green,0,79,11,3.729,0.13,8.6,7.0,us0000000210
2019-11-20,2019,11,-45.5589,172.8387,31.6,5.0,mw,New Zealand,earthquake,1,green,0,0,54,2.364,1.01,14.9,3.7,us0000000211
2023-01-20,2023,1,-13.5295,-31.0642,84.5,5.3,ms,Mid-Atlantic Ridge,earthquake,2,green,0,53,21,2.85,1.64,6.3,2.4,us0000000212
2023-09-05,2023,9,43.4873,11.7735,14.5,5.9,mw,Mediterranean Belt,earthquake,6,green,0,167,47,4.562,1.64,17.6,14.9,us0000000213
1937-01-23,1937,1,30.3831,143.6077,37.0,5.4,ms,Ring of Fire - Japan,earthquake,2,green,0,67,138,3.849,0.38,0.9,11.3,us0000000214
2014-11-06,2014,11,-35.3278,175.0718,40.1,5.3,mw,New Zealand,earthquake,1,green,0,56,110,1.302,1.39,17.5,1.2,us0000000215
2009-07-07,2009,7,-5.8058,117.7512,36.8,5.3,mw,Ring of Fire - Indonesia,earthquake,1,green,0,47,24,1.351,0.67,14.6,2.5,us0000000216
1993-03-07,1993,3,30.4597,90.6739,46.6,5.4,ms,Himalayan Belt,earthquake,1,green,0,62,100,1.169,1.31,18.1,6.3,us0000000217
1966-07-10,1966,7,36.022,22.5286,41.0,5.1,mw,Mediterranean Belt,earthquake,0,green,0,10,129,2.895,0.26,9.5,12.7,us0000000218
1946-10-19,1946,10,-21.2256,-68.156,87.9,5.3,mw,Ring of Fire - Chile,earthquake,2,green,0,47,103,2.784,1.28,18.4,9.4,us0000000219
1924-09-04,1924,9,34.4347,140.9409,25.2,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,22,86,4.265,1.74,18.0,12.1,us0000000220
1988-07-27,1988,7,25.0113,76.1341,71.9,5.6,mw,Himalayan Belt,earthquake,3,green,0,107,32,0.05,0.16,13.8,1.6,us0000000221
1992-10-20,1992,10,35.1214,-122.5148,17.1,5.7,mb,California - USA,earthquake,3,green,0,119,139,4.437,0.39,9.5,9.9,us0000000222
1968-03-13,1968,3,17.3896,8.4979,10.7,5.1,mw,Other,earthquake,0,green,0,25,97,1.15,0.45,13.6,4.2,us0000000223
1998-12-23,1998,12,-7.1314,106.3715,77.3,5.7,mw,Ring of Fire - Indonesia,earthquake,13,green,0,129,89,3.238,0.78,2.9,12.9,us0000000224
2020-03-24,2020,3,36.1376,17.974,22.7,6.1,mw,Mediterranean Belt,earthquake,5,yellow,0,201,28,4.777,1.94,2.9,7.4,us0000000225
2008-06-21,2008,6,-32.2578,-74.9799,41.2,5.2,mw,Ring of Fire - Chile,earthquake,1,green,0,43,138,1.077,1.02,8.4,13.6,us0000000226
2020-05-24,2020,5,38.4133,83.3379,14.8,5.4,mw,Himalayan Belt,earthquake,1,green,0,72,123,3.063,0.51,6.1,5.8,us0000000227
2022-03-22,2022,3,29.5815,71.2863,35.8,5.3,mw,Himalayan Belt,earthquake,2,green,0,56,98,0.141,0.51,11.3,13.7,us0000000228
2023-08-04,2023,8,16.085,127.4836,58.0,5.2,ms,Ring of Fire - Philippines,earthquake,1,green,0,31,116,3.027,1.88,0.8,5.7,us0000000229
1951-05-10,1951,5,-15.78,-93.2773,51.2,5.2,mw,Other,earthquake,2,green,0,31,63,0.736,1.52,3.7,12.6,us0000000230
1993-06-22,1993,6,32.1896,94.0547,72.2,5.2,mw,Himalayan Belt,earthquake,0,green,0,34,78,4.108,0.88,5.3,12.7,us0000000231
2018-11-06,2018,11,42.3555,136.4649,96.3,5.2,mb,Ring of Fire - Japan,earthquake,0,green,0,27,5,4.952,0.3,10.2,4.6,us0000000232
2008-11-03,2008,11,36.5108,-114.3181,19.4,5.7,ml,California - USA,earthquake,4,green,0,121,183,1.087,0.28,18.2,10.2,us0000000233
1953-10-24,1953,10,59.4129,-174.1483,11.2,5.3,ml,Ring of Fire - Alaska,earthquake,9,green,0,53,101,1.788,1.43,10.8,12.2,us0000000234
2013-07-20,2013,7,54.0578,-171.2743,37.2,5.9,mw,Ring of Fire - Alaska,earthquake,5,green,0,161,189,0.234,0.47,18.5,10.1,us0000000235
2019-04-25,2019,4,30.7436,130.19,40.7,6.0,mw,Ring of Fire - Japan,earthquake,13,green,0,172,172,4.926,1.47,9.2,10.5,us0000000236
1942-08-22,1942,8,-55.0965,-101.4818,44.4,5.7,ml,Other,earthquake,6,green,0,123,81,1.918,1.13,16.0,4.6,us0000000237
2003-06-19,2003,6,-27.8602,-65.4116,90.8,5.2,mw,Ring of Fire - Chile,earthquake,1,green,0,44,70,0.085,0.24,18.3,5.1,us0000000238
1963-09-05,1963,9,18.8043,-77.7651,46.7,5.4,mw,Caribbean,earthquake,1,green,0,66,21,0.199,1.47,3.3,12.1,us0000000239
2018-05-02,2018,5,30.6366,11.741,9.4,6.1,ms,Mediterranean Belt,earthquake,6,yellow,0,187,98,1.08,1.52,1.2,13.2,us0000000240
2021-03-18,2021,3,44.6628,142.6415,114.7,5.1,ms,Ring of Fire - Japan,earthquake,0,green,0,10,119,0.096,1.75,10.2,3.3,us0000000241
1998-07-18,1998,7,-7.9522,103.3506,56.3,5.5,mw,Ring of Fire - Indonesia,earthquake,1,green,0,89,119,0.404,1.39,2.1,14.4,us0000000242
1904-09-20,1904,9,32.1802,143.3382,128.6,5.2,mw,Ring of Fire - Japan,earthquake,1,green,0,27,72,2.883,0.55,13.3,5.3,us0000000243
1985-10-04,1985,10,-17.5341,-66.5642,25.3,5.1,mw,Ring of Fire - Chile,earthquake,1,green,0,11,174,2.392,0.94,13.1,6.7,us0000000244
1914-06-02,1914,6,27.4666,84.9164,90.7,5.2,ml,Himalayan Belt,earthquake,1,green,0,28,48,4.506,1.85,5.0,9.3,us0000000245
1973-12-20,1973,12,22.306,-24.2257,7.8,5.6,mw,Mid-Atlantic Ridge,earthquake,4,green,0,108,83,1.299,0.19,11.6,4.2,us0000000246
1957-09-15,1957,9,-6.8899,117.1325,113.2,5.5,ml,Ring of Fire - Indonesia,earthquake,2,green,0,84,16,0.632,1.54,2.5,10.8,us0000000247
1964-11-11,1964,11,43.9382,139.1365,152.3,5.2,mw,Ring of Fire - Japan,earthquake,1,green,0,38,176,3.094,0.61,2.8,1.9,us0000000248
1957-08-25,1957,8,13.2653,126.6512,53.2,5.4,mw,Ring of Fire - Philippines,earthquake,3,green,0,64,136,1.21,0.99,17.4,13.5,us0000000249
1901-03-11,1901,3,18.0075,-14.9936,23.2,5.3,mw,Other,earthquake,2,green,0,48,180,3.366,1.08,13.2,14.5,us0000000250
1983-04-03,1983,4,31.0136,76.7004,16.5,5.0,ml,Himalayan Belt,earthquake,1,green,0,1,129,0.433,1.0,15.7,6.4,us0000000251
2008-08-19,2008,8,-4.6442,100.6011,75.7,6.1,mb,Ring of Fire - Indonesia,earthquake,25,yellow,0,190,84,2.912,1.4,12.4,7.9,us0000000252
2024-08-27,2024,8,-1.4733,124.4812,94.3,5.2,mb,Ring of Fire - Indonesia,earthquake,0,green,0,31,84,2.111,0.63,10.2,11.8,us0000000253
1944-02-15,1944,2,11.062,127.6906,95.1,5.2,mw,Ring of Fire - Philippines,earthquake,1,green,0,32,126,3.893,0.14,8.9,9.6,us0000000254
1928-10-18,1928,10,3.2631,117.5918,173.0,5.1,mw,Ring of Fire - Indonesia,earthquake,0,green,0,24,56,1.842,0.4,0.6,12.5,us0000000255
1940-07-16,1940,7,32.1001,-123.9452,106.6,5.7,ms,California - USA,earthquake,2,green,0,117,122,3.989,0.45,9.6,9.5,us0000000256
1998-04-02,1998,4,33.2445,4.2143,39.2,5.1,mb,Mediterranean Belt,earthquake,2,green,0,13,69,1.076,0.86,1.2,1.7,us0000000257
1987-08-09,1987,8,40.3979,-121.1876,12.1,5.4,mw,California - USA,earthquake,1,green,0,65,55,0.078,0.17,18.4,7.1,us0000000258
1917-12-11,1917,12,19.2813,123.3259,96.3,5.2,mw,Ring of Fire - Philippines,earthquake,2,green,0,37,19,1.672,0.55,3.3,6.8,us0000000259
1984-08-20,1984,8,8.6138,129.5428,22.0,5.2,ms,Ring of Fire - Philippines,earthquake,2,green,0,42,165,1.455,0.49,14.0,2.0,us0000000260
1981-12-14,1981,12,33.3472,131.589,140.3,5.4,mw,Ring of Fire - Japan,earthquake,2,green,0,73,143,0.241,0.87,18.7,9.2,us0000000261
1990-01-17,1990,1,-5.4882,-31.1121,32.3,5.4,mb,Mid-Atlantic Ridge,earthquake,1,green,0,64,17,3.599,1.63,15.3,14.2,us0000000262
1935-02-11,1935,2,4.2105,116.9754,431.7,5.1,ms,Ring of Fire - Indonesia,earthquake,0,green,0,23,161,0.298,1.41,8.2,5.9,us0000000263
1934-04-17,1934,4,61.5979,-155.9598,63.7,5.5,mw,Ring of Fire - Alaska,earthquake,2,green,0,88,171,3.786,1.44,15.4,5.4,us0000000264
1958-10-27,1958,10,-58.6798,169.0083,11.9,5.1,mw,Other,earthquake,0,green,0,20,14,1.769,1.75,9.7,8.6,us0000000265
2002-11-15,2002,11,-1.868,101.7769,19.7,5.1,mw,Ring of Fire - Indonesia,earthquake,1,green,0,20,42,0.636,0.58,7.6,3.1,us0000000266
2009-05-22,2009,5,-3.809,131.327,108.9,5.8,mb,Ring of Fire - Indonesia,earthquake,6,green,0,135,16,3.901,0.47,3.9,11.4,us0000000267
2016-01-20,2016,1,41.5803,137.3578,48.5,5.0,ms,Ring of Fire - Japan,earthquake,2,green,0,8,113,2.421,0.8,8.6,4.2,us0000000268
1993-06-13,1993,6,39.8453,-123.131,17.2,5.0,mw,California - USA,earthquake,1,green,0,5,111,4.412,0.52,15.6,13.3,us0000000269
1942-01-26,1942,1,0.7071,126.7469,41.5,5.8,mw,Ring of Fire - Indonesia,earthquake,12,green,0,147,5,1.082,0.94,4.7,1.2,us0000000270
2020-06-23,2020,6,36.7315,132.0067,40.2,6.8,mw,Ring of Fire - Japan,earthquake,81,orange,0,326,181,3.041,1.99,17.2,5.7,us0000000271
1986-10-28,1986,10,20.8202,-70.3578,113.3,5.1,ms,Caribbean,earthquake,0,green,0,16,130,4.039,1.88,2.5,1.3,us0000000272
1995-01-11,1995,1,29.9517,93.2365,29.0,5.1,mw,Himalayan Belt,earthquake,0,green,0,14,110,4.046,1.01,9.4,1.5,us0000000273
1986-02-14,1986,2,34.4969,130.3995,151.3,5.5,ms,Ring of Fire - Japan,earthquake,2,green,0,84,196,2.473,1.99,19.5,11.2,us0000000274
2005-04-14,2005,4,31.2568,134.8779,57.6,5.5,mw,Ring of Fire - Japan,earthquake,5,green,0,85,57,1.968,1.98,19.1,14.3,us0000000275
1939-04-19,1939,4,38.9448,136.7697,171.7,5.9,mw,Ring of Fire - Japan,earthquake,16,green,0,154,97,1.564,1.95,19.1,3.7,us0000000276
2016-11-04,2016,11,28.1688,85.516,126.5,5.6,mw,Himalayan Belt,earthquake,4,green,0,100,54,0.063,1.41,1.0,13.2,us0000000277
1967-08-21,1967,8,12.5133,127.3366,27.2,5.2,mw,Ring of Fire - Philippines,earthquake,1,green,0,43,125,1.214,0.78,2.6,13.1,us0000000278
2018-09-20,2018,9,-36.5351,168.2395,56.7,6.7,mw,New Zealand,earthquake,62,orange,0,299,193,1.172,0.28,17.2,3.8,us0000000279
1972-04-25,1972,4,3.4002,137.516,137.6,5.3,mw,Ring of Fire - Indonesia,earthquake,1,green,0,55,132,3.75,1.12,15.1,7.2,us0000000280
2023-05-08,2023,5,14.6673,128.8307,83.5,5.2,ms,Ring of Fire - Philippines,earthquake,1,green,0,34,111,4.67,1.27,15.2,7.7,us0000000281
1998-04-13,1998,4,-9.3212,99.3662,127.8,6.0,ml,Ring of Fire - Indonesia,earthquake,10,yellow,0,181,185,2.587,0.26,13.4,13.7,us0000000282
1943-01-01,1943,1,27.8046,69.9256,59.0,5.1,mw,Himalayan Belt,earthquake,1,green,0,18,155,0.52,1.21,6.3,9.6,us0000000283
2013-11-10,2013,11,0.4251,96.1743,40.5,5.1,mw,Ring of Fire - Indonesia,earthquake,0,green,0,18,46,2.293,1.7,13.9,11.8,us0000000284
1947-08-08,1947,8,23.4513,-61.8792,174.6,5.5,mw,Caribbean,earthquake,1,green,0,92,109,0.642,0.25,12.2,12.3,us0000000285
1960-07-21,1960,7,38.2733,135.793,61.5,6.0,mb,Ring of Fire - Japan,earthquake,10,yellow,0,181,194,2.787,0.97,8.0,12.0,us0000000286
1975-05-21,1975,5,-14.2732,-30.4701,14.8,5.1,ms,Mid-Atlantic Ridge,earthquake,1,green,0,12,113,4.956,0.53,1.0,5.5,us0000000287
1974-10-07,1974,10,43.6423,138.3872,54.4,5.0,mw,Ring of Fire - Japan,earthquake,1,green,0,8,100,3.465,0.11,16.3,10.0,us0000000288
1980-06-02,1980,6,-41.0734,51.0219,31.6,5.4,mw,Other,earthquake,1,green,0,66,80,1.147,0.72,2.7,9.3,us0000000289
1926-01-04,1926,1,52.2333,-170.0126,56.6,5.4,mw,Ring of Fire - Alaska,earthquake,1,green,0,73,51,1.226,0.55,3.5,10.4,us0000000290
1905-10-20,1905,10,30.7025,90.2195,25.1,5.2,mw,Himalayan Belt,earthquake,0,green,0,42,174,2.266,0.65,18.6,10.4,us0000000291
2007-02-03,2007,2,1.0984,109.4473,65.4,5.1,mw,Ring of Fire - Indonesia,earthquake,2,green,0,12,125,2.716,0.39,17.7,11.5,us0000000292
2002-09-02,2002,9,8.6838,-63.1859,6.7,5.1,mw,Other,earthquake,1,green,0,11,131,0.125,1.15,5.6,14.1,us0000000293
1963-03-12,1963,3,-36.6101,-66.1074,88.3,5.0,ms,Ring of Fire - Chile,earthquake,0,green,0,3,174,3.933,0.76,16.8,8.4,us0000000294
2019-08-12,2019,8,31.9423,14.4867,29.7,6.0,mw,Mediterranean Belt,earthquake,12,green,0,170,162,4.009,1.78,1.4,2.1,us0000000295
1972-09-17,1972,9,-8.641,105.3647,58.9,5.2,mw,Ring of Fire - Indonesia,earthquake,2,green,0,41,67,0.043,1.97,2.8,15.0,us0000000296
1939-10-11,1939,10,-59.6118,-108.2765,14.3,5.1,ml,Other,earthquake,1,green,0,10,26,3.639,0.4,3.5,10.8,us0000000297
1951-04-01,1951,4,23.5227,-79.3784,56.1,5.6,mw,Caribbean,earthquake,3,green,0,99,192,4.218,0.78,14.4,1.8,us0000000298
1904-03-08,1904,3,53.7157,-162.2408,63.4,6.7,mw,Ring of Fire - Alaska,earthquake,26,orange,0,297,43,4.393,0.26,17.8,9.4,us0000000299
1926-10-07,1926,10,31.7066,131.6781,34.3,5.0,ms,Other,earthquake,1,green,0,5,65,1.431,1.53,15.5,3.1,us0000000300
2008-12-17,2008,12,-44.4479,172.4605,28.3,5.5,ms,New Zealand,earthquake,2,green,0,81,134,1.974,0.37,7.8,2.0,us0000000301
2015-10-14,2015,10,44.2151,25.6378,28.4,5.0,mw,Mediterranean Belt,earthquake,0,green,0,7,28,3.904,0.24,16.6,14.7,us0000000302
1918-09-10,1918,9,32.272,-122.0688,84.2,5.1,mb,California - USA,earthquake,0,green,0,21,114,2.618,1.55,6.8,2.5,us0000000303
2005-01-17,2005,1,38.7031,-119.8277,21.7,5.1,mw,California - USA,earthquake,1,green,0,12,112,3.45,0.62,18.0,8.3,us0000000304
1941-06-28,1941,6,0.7348,123.9519,8.1,5.2,mw,Other,earthquake,2,green,0,33,36,1.182,0.87,6.0,13.0,us0000000305
2023-08-21,2023,8,40.5225,139.7324,122.1,5.0,mw,Ring of Fire - Japan,earthquake,1,green,0,0,141,2.515,0.41,3.7,11.9,us0000000306
2020-09-04,2020,9,37.7883,74.6845,25.3,5.0,mw,Himalayan Belt,earthquake,0,green,0,5,30,1.215,0.36,1.7,10.6,us0000000307
1999-10-05,1999,10,42.064,26.8875,16.1,5.5,mw,Mediterranean Belt,earthquake,5,green,0,87,108,3.41,0.67,9.5,10.2,us0000000308
1915-05-09,1915,5,43.0728,25.7398,15.4,5.0,ms,Mediterranean Belt,earthquake,1,green,0,0,84,4.492,0.63,11.6,7.6,us0000000309
1970-12-21,1970,12,36.8691,136.613,55.2,5.4,mw,Ring of Fire - Japan,earthquake,1,green,0,62,98,0.057,0.27,1.1,3.5,us0000000310
1996-06-09,1996,6,-29.3433,130.3055,69.6,5.2,mw,Other,earthquake,1,green,0,28,177,4.736,1.04,17.1,5.9,us0000000311
2007-10-28,2007,10,-5.3197,115.3462,53.7,5.1,mb,Ring of Fire - Indonesia,earthquake,1,green,0,15,105,3.116,0.61,4.5,4.3,us0000000312
2007-03-24,2007,3,32.8965,-117.2665,21.6,6.4,mw,California - USA,earthquake,30,yellow,0,242,139,4.987,1.25,4.1,4.4,us0000000313
1947-06-10,1947,6,29.2772,96.6082,14.0,5.4,mb,Other,earthquake,1,green,0,77,199,3.273,0.86,11.7,6.9,us0000000314
2022-04-10,2022,4,9.0869,125.1031,132.2,5.4,mw,Ring of Fire - Philippines,earthquake,1,green,0,75,70,4.758,0.42,3.9,7.1,us0000000315
1993-06-17,1993,6,-0.3929,123.6424,37.7,5.1,mw,Ring of Fire - Indonesia,earthquake,1,green,0,12,167,0.455,1.4,16.0,4.0,us0000000316
1972-08-17,1972,8,52.2345,-151.1209,27.7,5.3,mw,Ring of Fire - Alaska,earthquake,0,green,0,48,48,4.016,1.53,19.9,1.9,us0000000317
1986-09-13,1986,9,31.2028,12.5923,5.8,5.1,mw,Mediterranean Belt,earthquake,1,green,0,22,120,3.956,1.75,1.2,7.9,us0000000318
1903-12-09,1903,12,43.8736,131.8632,63.6,5.4,mw,Ring of Fire - Japan,earthquake,0,green,0,76,84,3.685,1.58,17.3,4.4,us0000000319
1958-03-04,1958,3,37.7895,-115.2198,14.8,5.2,mw,California - USA,earthquake,2,green,0,42,186,0.546,1.54,12.9,13.6,us0000000320
2020-12-05,2020,12,-44.7785,170.8406,25.4,5.5,mw,New Zealand,earthquake,2,green,0,83,160,3.119,1.83,15.2,5.8,us0000000321
2021-11-01,2021,11,-5.9497,126.2254,139.8,5.3,ms,Ring of Fire - Indonesia,earthquake,3,green,0,55,68,2.333,0.9,7.8,1.1,us0000000322
2000-05-18,2000,5,33.5784,78.7088,50.4,5.2,mw,Himalayan Belt,earthquake,0,green,0,35,38,1.259,0.1,8.5,13.9,us0000000323
1963-08-23,1963,8,38.2063,90.0433,38.7,5.7,mw,Himalayan Belt,earthquake,2,green,0,116,78,2.916,0.92,4.7,11.1,us0000000324
1942-12-20,1942,12,54.8028,-156.5556,93.0,5.0,ms,Ring of Fire - Alaska,earthquake,2,green,0,1,104,1.22,0.47,6.7,8.6,us0000000325
1984-09-19,1984,9,-12.6849,-35.867,14.6,5.2,mb,Mid-Atlantic Ridge,earthquake,0,green,0,29,45,0.441,1.15,6.5,14.6,us0000000326
1976-04-24,1976,4,33.7746,143.3181,82.8,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,16,37,3.569,1.23,14.9,8.6,us0000000327
2004-01-26,2004,1,-16.8878,-73.8895,54.8,5.3,mb,Ring of Fire - Chile,earthquake,1,green,0,59,48,3.829,0.91,0.6,9.8,us0000000328
1928-01-12,1928,1,27.9088,82.902,33.4,5.2,mw,Himalayan Belt,earthquake,3,green,0,41,81,3.23,1.04,12.8,12.3,us0000000329
1990-05-19,1990,5,59.0932,-168.1003,98.3,6.2,mw,Ring of Fire - Alaska,earthquake,22,yellow,0,206,163,1.946,1.98,17.0,5.6,us0000000330
2011-08-07,2011,8,60.2571,-149.0511,23.1,5.0,mb,Ring of Fire - Alaska,earthquake,1,green,0,3,8,4.621,0.6,12.3,10.6,us0000000331
1961-08-06,1961,8,33.0814,143.8974,138.3,5.1,mw,Ring of Fire - Japan,earthquake,0,green,0,21,11,4.073,1.07,16.9,13.3,us0000000332
2004-09-03,2004,9,9.8369,124.8115,27.7,5.1,mw,Ring of Fire - Philippines,earthquake,3,green,0,17,173,1.662,1.51,8.3,10.3,us0000000333
1977-04-16,1977,4,42.2518,27.6561,27.1,5.1,mw,Mediterranean Belt,earthquake,2,green,0,24,109,4.277,0.57,17.9,6.9,us0000000334
1971-04-07,1971,4,8.7414,127.5105,62.1,5.1,mw,Ring of Fire - Philippines,earthquake,1,green,0,13,64,4.581,0.7,1.5,1.0,us0000000335
1965-03-24,1965,3,24.7425,-30.6644,12.0,5.1,mw,Mid-Atlantic Ridge,earthquake,1,green,0,25,195,4.216,1.79,16.0,8.4,us0000000336
1913-12-04,1913,12,58.7312,-154.4491,15.5,5.0,mb,Ring of Fire - Alaska,earthquake,0,green,0,6,117,3.695,0.5,6.0,12.5,us0000000337
1969-12-02,1969,12,-25.2913,-34.8878,18.3,5.1,ms,Mid-Atlantic Ridge,earthquake,0,green,0,23,106,3.023,0.53,9.1,6.7,us0000000338
1986-02-20,1986,2,-44.8104,167.7767,90.1,5.6,ms,New Zealand,earthquake,5,green,0,99,181,1.199,1.37,11.9,7.6,us0000000339
1918-03-08,1918,3,35.061,-117.2681,7.3,6.0,mw,California - USA,earthquake,17,yellow,0,181,144,4.135,1.04,12.0,7.2,us0000000340
2006-01-14,2006,1,-40.9618,167.6338,145.1,5.0,mw,New Zealand,earthquake,1,green,0,6,160,3.825,2.0,17.2,12.3,us0000000341
1964-05-26,1964,5,31.8251,141.2573,65.9,5.2,mw,Ring of Fire - Japan,earthquake,1,green,0,35,45,0.358,1.86,4.3,11.4,us0000000342
